iter	MultiClass
292	0.01317965171
293	0.01310516943
294	0.01306441233
295	0.01300555356
296	0.01297665575
297	0.01295356097
298	0.01290766956
299	0.01288979214
300	0.01285641068
301	0.01280133136
302	0.01277525564
303	0.01272129733
304	0.0126156224
305	0.01258609523
306	0.01256374857
307	0.01253082537
308	0.01251789296
309	0.0124736017
310	0.01243893447
311	0.01238386942
312	0.01236046956
313	0.0123461723
314	0.01231740068
315	0.01228314023
316	0.0122332058
317	0.01221134763
318	0.01218866611
319	0.01217735726
320	0.01215481703
321	0.01212354059
322	0.01209083256
323	0.01207471378
324	0.01202809576
325	0.01199765156
326	0.01197269649
327	0.01194013017
328	0.01190393154
329	0.01187738562
330	0.01182786577
331	0.01180657961
332	0.01176966241
333	0.01174547451
334	0.01169086065
335	0.01168181935
336	0.0116479444
337	0.01162172569
338	0.01159821766
339	0.0115508692
340	0.01151719196
341	0.01149726704
342	0.01148342383
343	0.01143998841
344	0.01140165055
345	0.0113778658
346	0.01135365645
347	0.01133314699
348	0.01129742214
349	0.01127882244
350	0.01123231087
351	0.01121769887
352	0.01118473578
353	0.01116349834
354	0.01111111829
355	0.01107401974
356	0.0110664423
357	0.01105483117
358	0.01102772889
359	0.0109935908
360	0.01097266052
361	0.01095136344
362	0.01093131625
363	0.01087287687
364	0.01084362169
365	0.01079137672
366	0.01077192878
367	0.01074719722
368	0.01071591886
369	0.01069008925
370	0.01067399542
371	0.01064850935
372	0.01062117171
373	0.01059678285
374	0.01054363541
375	0.01050037545
376	0.0104699605
377	0.01044029771
378	0.01040365594
379	0.01033886873
380	0.01031801992
381	0.01027644318
382	0.01025678069
383	0.01023040365
384	0.01022355808
385	0.01020133825
386	0.0101861501
387	0.01014907608
388	0.01013200454
389	0.0100977681
390	0.01005152371
391	0.01002965266
392	0.01000779985
393	0.009980677075
394	0.009954299641
395	0.009941054529
396	0.00991871165
397	0.009904709227
398	0.009857141183
399	0.009843935416
400	0.009806594731
401	0.009783258149
402	0.009718334948
403	0.009690703083
404	0.00967060427
405	0.009647416682
406	0.009619049483
407	0.009600973099
408	0.009566631429
409	0.009539764929
410	0.009521032737
411	0.009491486463
412	0.009486365158
413	0.009445564124
414	0.009414110023
415	0.009408356256
416	0.009399587659
417	0.009367501112
418	0.009336743453
419	0.009307113134
420	0.009290210241
421	0.009279316155
422	0.009257806876
423	0.009223595077
424	0.009189686937
425	0.009177836782
426	0.00914958173
427	0.0091187865
428	0.009083761367
429	0.009070921634
430	0.009028019713
431	0.008998119565
432	0.008962226441
433	0.008923020954
434	0.008908703635
435	0.008890657283
436	0.008864313367
437	0.008838470534
438	0.008812106654
439	0.008791865683
440	0.008738481062
441	0.008722658875
442	0.008698371544
443	0.008672438646
444	0.008645396766
445	0.008604797961
446	0.008593550931
447	0.008580703229
448	0.008563401447
449	0.00854073689
450	0.008534324483
451	0.00851889744
452	0.008472435361
453	0.008448822601
454	0.008422803517
455	0.008401202204
456	0.008384845819
457	0.008359487542
458	0.008345295494
459	0.008308101927
460	0.008289822039
461	0.008278401843
462	0.008244075573
463	0.008222479027
464	0.008204021742
465	0.008191482473
466	0.008160952084
467	0.008150037711
468	0.008134947876
469	0.008112090031
470	0.008073078263
471	0.008054958691
472	0.008043955023
473	0.008020014039
474	0.008012958101
475	0.00798849874
476	0.007971738423
477	0.007927061367
478	0.00790975557
479	0.0078797241
480	0.007854823845
481	0.00782718155
482	0.007815197967
483	0.007777070757
484	0.007719276814
485	0.007698815597
486	0.007683785373
487	0.007680443532
488	0.007664439135
489	0.007611770342
490	0.007565859635
491	0.007541668667
492	0.007531290601
493	0.007520882207
494	0.007469428316
495	0.007462191982
496	0.007454603462
497	0.007433204631
498	0.007395334784
499	0.007377514754
500	0.007353860047
501	0.007342977383
502	0.007329033219
503	0.007322702203
504	0.007300101309
505	0.007286557559
506	0.007262770728
507	0.007243379954
508	0.007231270933
509	0.007202481315
510	0.007177438697
511	0.00715229631
512	0.007132371902
513	0.007122628377
514	0.007098934981
515	0.007083040939
516	0.00703572628
517	0.007015803437
518	0.007011252344
519	0.006987473385
520	0.006980924231
521	0.006965965706
522	0.006946238665
523	0.006933719071
524	0.00689915325
525	0.006890096119
526	0.006871702967
527	0.00685948064
528	0.006838683135
529	0.006818942258
530	0.006799290091
531	0.006778074738
532	0.006751022382
533	0.006739477601
534	0.006731826819
535	0.006722374227
536	0.006697888321
537	0.006671247467
538	0.006663383942
539	0.006656440709
540	0.006646206321
541	0.006605196395
542	0.006591496788
543	0.00657923115
544	0.006573420933
545	0.006543875045
546	0.006518029089
547	0.006492532321
548	0.00644791786
549	0.00643788524
550	0.00642836877
551	0.006418058017
552	0.006409565158
553	0.006401974811
554	0.006386243902
555	0.006383939328
556	0.006368658555
557	0.006342198477
558	0.006336319126
559	0.006310682253
560	0.006299211831
561	0.006274394556
562	0.006266076376
563	0.00625025979
564	0.00623539498
565	0.006229782062
566	0.006223050264
567	0.00621368997
568	0.006201325408
569	0.006176270153
570	0.006144758634
571	0.006129892654
572	0.006125416166
573	0.006111133611
574	0.006078641773
575	0.006072108837
576	0.006055752721
577	0.006011977928
578	0.005992380347
579	0.005969053786
580	0.005959834694
581	0.005938186424
582	0.00592717198
583	0.005907650889
584	0.005883411754
585	0.005871355986
586	0.005861537982
587	0.005849081744
588	0.005823153763
589	0.005812531265
590	0.00580713366
591	0.00579017377
592	0.005781668471
593	0.005769320832
594	0.005759804798
595	0.005755745039
596	0.005740265852
597	0.005723770672
598	0.005690200392
599	0.005654187192
600	0.005636391427
601	0.005626007164
602	0.005602002804
603	0.005586400594
604	0.005563881258
605	0.00554649362
606	0.005535847288
607	0.005502506685
608	0.005476401764
609	0.005459894693
610	0.005453152566
611	0.005435700605
612	0.00541129549
613	0.005392617069
614	0.005368924571
615	0.005362795038
616	0.005350632583
617	0.005340292742
618	0.005324375286
619	0.005320456254
620	0.005304819282
621	0.005296698082
622	0.005270587297
623	0.005256056995
624	0.005253058954
625	0.00524356956
626	0.005229013166
627	0.005209036997
628	0.005204146955
629	0.005199521657
630	0.005176509644
631	0.005174430718
632	0.005166894198
633	0.005157588793
634	0.005148301402
635	0.005121858341
636	0.00509939293
637	0.005088974387
638	0.005079279938
639	0.005074168999
640	0.005062679867
641	0.005049193908
642	0.005034180981
643	0.005021548477
644	0.005014761544
645	0.005004966384
646	0.005000760781
647	0.004989793967
648	0.004965103845
649	0.004957731666
650	0.004922953184
651	0.004909998466
652	0.00489795747
653	0.004868520745
654	0.004859244717
655	0.004848034187
656	0.004840037867
657	0.00482542471
658	0.004814815318
659	0.00481094591
660	0.004806337894
661	0.004801182047
662	0.004790593641
663	0.004760140369
664	0.004748038819
665	0.00472850455
666	0.004722317591
667	0.004714269772
668	0.004705032898
669	0.004693314518
670	0.004686506549
671	0.004681068566
672	0.004665065888
673	0.004652919939
674	0.004642075822
675	0.004611014859
676	0.004598969234
677	0.004579313328
678	0.004559730673
679	0.004555283464
680	0.004542137879
681	0.004536758694
682	0.004508856378
683	0.004501831825
684	0.004481009004
685	0.004459716129
686	0.004443152205
687	0.004433429018
688	0.004412490216
689	0.00441021949
690	0.004404031562
691	0.004399624138
692	0.004381322541
693	0.004359853168
694	0.004343261325
695	0.004337423699
696	0.004326824833
697	0.004313189731
698	0.004311375228
699	0.004293314603
700	0.004289980877
701	0.004268824055
702	0.004259777457
703	0.00424673538
704	0.00423340753
705	0.004217915861
706	0.004208868723
707	0.004202015543
708	0.004196720293
709	0.004192856463
710	0.004176137468
711	0.004171962774
712	0.004159577848
713	0.004147774109
714	0.00414169426
715	0.004136151126
716	0.004131070759
717	0.004119880737
718	0.004103901831
719	0.004097374644
720	0.004087517705
721	0.004076463776
722	0.004063597761
723	0.004056610681
724	0.004051560744
725	0.004044899527
726	0.004031402287
727	0.004028806679
728	0.004008437319
729	0.00400627999
730	0.0040033606
731	0.004000903402
732	0.003995787386
733	0.003974747499
734	0.003967798151
735	0.003957147623
736	0.003954399151
737	0.003951434177
738	0.003938919019
739	0.003929555482
740	0.003915005754
741	0.003903125563
742	0.003895066049
743	0.003883837176
744	0.003874712657
745	0.003872860634
746	0.003865349966
747	0.003851737137
748	0.003848788024
749	0.003844155522
750	0.003837715362
751	0.003825768976
752	0.003818698318
753	0.003815257652
754	0.003806088509
755	0.003796694047
756	0.003777871131
757	0.003768534488
758	0.003755815863
759	0.003751544241
760	0.003748657151
761	0.003736026632
762	0.003715416159
763	0.003704645862
764	0.003689866132
765	0.003685321456
766	0.003676215111
767	0.003669091456
768	0.003662631741
769	0.003652872782
770	0.003647454522
771	0.003643183591
772	0.003639567619
773	0.003632246923
774	0.003621982383
775	0.003618670206
776	0.003616076292
777	0.0035993746
778	0.00359281264
779	0.003581239887
780	0.003579720209
781	0.003561207775
782	0.003550636543
783	0.003540172498
784	0.00353856594
785	0.003526731024
786	0.003519218469
787	0.003510850356
788	0.003506983713
789	0.00349676361
790	0.00348525541
791	0.003467887185
792	0.003462695094
793	0.003455031004
794	0.003451332163
795	0.003440328366
796	0.003436904178
797	0.003424185428
798	0.00341948032
799	0.003407334387
800	0.00340151385
801	0.00338606323
802	0.003383170723
803	0.003379848578
804	0.003372793422
805	0.003346360099
806	0.003338368801
807	0.003328185544
808	0.003321200515
809	0.003318937471
810	0.00331575101
811	0.003296969911
812	0.003285434402
813	0.00328022899
814	0.003273594828
815	0.003266733556
816	0.003255534875
817	0.003251094265
818	0.003248247505
819	0.003236583189
820	0.003229521016
821	0.003223431401
822	0.003215763138
823	0.003211569765
824	0.003205613578
825	0.003193257384
826	0.003188180349
827	0.003180532894
828	0.003176076173
829	0.003170430874
830	0.003159908527
831	0.003148245909
832	0.003144361858
833	0.003139742733
834	0.003129999329
835	0.00312031751
836	0.003119299299
837	0.003115417807
838	0.003101357667
839	0.003093496518
840	0.003081975507
841	0.003072342334
842	0.003062707979
843	0.003058650118
844	0.003056152466
845	0.003050930608
846	0.003041600225
847	0.00303669936
848	0.003033954558
849	0.003031012513
850	0.003028323867
851	0.003017253251
852	0.003013721021
853	0.003009886024
854	0.002990652766
855	0.002981268732
856	0.002972712031
857	0.002969915279
858	0.002967724257
859	0.002962136157
860	0.00295409191
861	0.002940812736
862	0.002932346389
863	0.002929083859
864	0.002925478218
865	0.002922699269
866	0.002916159387
867	0.002905746582
868	0.002902404904
869	0.002897652088
870	0.002890419716
871	0.00288600598
872	0.002876995019
873	0.002868776938
874	0.002866239553
875	0.002863966598
876	0.002853151755
877	0.002850896453
878	0.002849759398
879	0.002842698069
880	0.002836090579
881	0.002824975757
882	0.002821168602
883	0.002812857348
884	0.002808836292
885	0.002798824798
886	0.002789091321
887	0.002782374396
888	0.002780747689
889	0.002767805665
890	0.002764921846
891	0.002762636553
892	0.002759102245
893	0.002757451455
894	0.002752093896
895	0.002749037241
896	0.002748210881
897	0.002745822687
898	0.002736233341
899	0.002730986745
900	0.002720852739
901	0.002715386142
902	0.00271222613
903	0.002703081623
904	0.002697800314
905	0.002691746707
906	0.002688703494
907	0.002683920815
908	0.002676893784
909	0.002675403717
910	0.002668375441
911	0.002664068047
912	0.002661464367
913	0.002645173983
914	0.002638438629
915	0.002631569461
916	0.002627311388
917	0.002622756741
918	0.002617468865
919	0.002615122044
920	0.002608343102
921	0.002604726486
922	0.002598636286
923	0.002590320242
924	0.00258464466
925	0.002581251669
926	0.002579028944
927	0.002571135533
928	0.002568312325
929	0.002559695641
930	0.002553567872
931	0.002543277021
932	0.002539778489
933	0.002535232734
934	0.002526776041
935	0.002521791988
936	0.002517696945
937	0.002516104666
938	0.002515026753
939	0.0025074531
940	0.002505102969
941	0.002502882555
942	0.002491603079
943	0.00248800118
944	0.002480470873
945	0.002473140483
946	0.0024676214
947	0.002463270347
948	0.002456031008
949	0.002453926977
950	0.002448994044
951	0.00244544134
952	0.002440750653
953	0.002437445277
954	0.002431844966
955	0.002420085215
956	0.002417835716
957	0.002415685481
958	0.00241069836
959	0.002408679657
960	0.002405601622
961	0.002398958626
962	0.002394887316
963	0.002393060515
964	0.002389283616
965	0.002382511302
966	0.002378746541
967	0.00236809149
968	0.002366186559
969	0.002355476159
970	0.002349714382
971	0.002339758431
972	0.002335779512
973	0.002335246119
974	0.002329801307
975	0.002326546837
976	0.002324146411
977	0.002322152235
978	0.002321373601
979	0.002319785969
980	0.002317441158
981	0.002313724978
982	0.002310933512
983	0.002305212363
984	0.002298998468
985	0.002294529015
986	0.00228529325
987	0.002278471057
988	0.002274774263
989	0.002270215254
990	0.002269010901
991	0.002263696814
992	0.002254423338
993	0.002250506065
994	0.002248914451
995	0.002248202184
996	0.002242300997
997	0.002241300567
998	0.002239890924
999	0.002235296248
