iter	MultiClass
0	0.9401750562
1	0.8167792709
2	0.7167650295
3	0.6350687156
4	0.5652261369
5	0.5062872373
6	0.4555884393
7	0.4109576945
8	0.3714104057
9	0.3370600849
10	0.3066877591
11	0.2791622902
12	0.2550880745
13	0.2333749229
14	0.2140029401
15	0.1966357838
16	0.1810564242
17	0.1668645859
18	0.1540802151
19	0.1425652111
20	0.1323256714
21	0.1228629547
22	0.1143177434
23	0.1066672654
24	0.0992995831
25	0.09287441874
26	0.08710836981
27	0.08191315121
28	0.07722752249
29	0.07276350108
30	0.06873021297
31	0.06513501342
32	0.06165185638
33	0.05872046201
34	0.0559928592
35	0.05351464552
36	0.0511042513
37	0.04894833582
38	0.04695158042
39	0.04515371781
40	0.04349243501
41	0.04192488795
42	0.04044067966
43	0.03919911311
44	0.03795836771
45	0.0369771623
46	0.0359739681
47	0.03511063622
48	0.0343220946
49	0.0335197028
50	0.03283464461
51	0.0321395728
52	0.03154733573
53	0.03093088675
54	0.03042170155
55	0.03002032864
56	0.02959446536
57	0.0291960444
58	0.02886835735
59	0.02848214944
60	0.02819257285
61	0.02788242371
62	0.02763740575
63	0.02740620536
64	0.02715353466
65	0.02694466739
66	0.02672071073
67	0.0264916932
68	0.02627336666
69	0.02611881282
70	0.02593508839
71	0.02576061939
72	0.0255649901
73	0.02540822738
74	0.02526781901
75	0.02515153473
76	0.02502021163
77	0.02492513193
78	0.0247887454
79	0.02468366084
80	0.02458046662
81	0.02445178119
82	0.02430728324
83	0.02419237417
84	0.0240825886
85	0.02400520586
86	0.02388924686
87	0.02380651398
88	0.02371001096
89	0.02364295499
90	0.0235765839
91	0.0235178385
92	0.02343399736
93	0.02335857238
94	0.02328077179
95	0.02321069703
96	0.02313023771
97	0.02306630515
98	0.02297301003
99	0.02291021379
100	0.02283704757
101	0.02278171337
102	0.02273009798
103	0.02259982654
104	0.02247312132
105	0.02241349419
106	0.02231607248
107	0.02225487122
108	0.02220722059
109	0.02214290438
110	0.02205848344
111	0.02198803315
112	0.02193377623
113	0.02186865076
114	0.02181708289
115	0.02174506855
116	0.02166070214
117	0.02159915423
118	0.02156260386
119	0.02150484667
120	0.02144559384
121	0.02138338231
122	0.02135431302
123	0.02128336234
124	0.02120774165
125	0.02116489517
126	0.02110195863
127	0.02104051816
128	0.02098682443
129	0.02093539236
130	0.02089756532
131	0.020842762
132	0.0207987454
133	0.02075555738
134	0.0206900449
135	0.02065251505
136	0.02062447926
137	0.02052308923
138	0.02041276016
139	0.02030548731
140	0.02021711047
141	0.02016943282
142	0.02009257913
143	0.02004862987
144	0.01994485227
145	0.01987790181
146	0.01983734168
147	0.01977136008
148	0.01970649524
149	0.01967917304
150	0.01960899189
151	0.01955073743
152	0.0195241195
153	0.01946858711
154	0.01944516261
155	0.01938123775
156	0.01934134483
157	0.019303408
158	0.01925431524
159	0.01918594517
160	0.01912987199
161	0.01907929845
162	0.01903834421
163	0.01899823102
164	0.01889293277
165	0.01885528011
166	0.01878826171
167	0.01874907997
168	0.01866917412
169	0.01859819057
170	0.01855473122
171	0.01850028957
172	0.0184517702
173	0.01841334362
174	0.01838365677
175	0.01831779343
176	0.01823893235
177	0.01819046194
178	0.01813742301
179	0.01808605137
180	0.01803968305
181	0.01800014222
182	0.01796393496
183	0.017894491
184	0.01781101894
185	0.0177717699
186	0.0177011676
187	0.01767229972
188	0.0176482272
189	0.01760028056
190	0.01753306556
191	0.01751387204
192	0.01749838073
193	0.01743407904
194	0.01733989004
195	0.01729531225
196	0.01725866626
197	0.01722597286
198	0.01715714603
199	0.01709445006
200	0.01702174485
201	0.01696033003
202	0.01689213999
203	0.01686062325
204	0.01681956374
205	0.01680482405
206	0.01677349068
207	0.01671642503
208	0.01666773123
209	0.01662096453
210	0.01654595382
211	0.0164944193
212	0.01646217902
213	0.01644122031
214	0.01641085702
215	0.01637686328
216	0.01630525374
217	0.01622939243
218	0.01618581454
219	0.0161519133
220	0.0160943805
221	0.01605920761
222	0.01603420861
223	0.01601095295
224	0.01597703603
225	0.01592964961
226	0.01588903119
227	0.01583886239
228	0.01581431349
229	0.01579767747
230	0.01573696976
231	0.01569789998
232	0.01563359128
233	0.01558729434
234	0.01547464912
235	0.01544342762
236	0.01536817268
237	0.01526926191
238	0.01521857891
239	0.01519754915
240	0.01515778519
241	0.01509623367
242	0.01507426927
243	0.0150244524
244	0.01496433499
245	0.01492229154
246	0.01488232323
247	0.01484692039
248	0.01481642958
249	0.01477224442
250	0.01469438564
251	0.01467791929
252	0.01465851648
253	0.01461218737
254	0.01455633622
255	0.01452914779
256	0.01447564334
257	0.01444055758
258	0.01441191162
259	0.0143703964
260	0.01432621753
261	0.01432025792
262	0.0142917876
263	0.01423474206
264	0.01420500932
265	0.01417918238
266	0.01414046314
267	0.01411272554
268	0.01409589555
269	0.01402787247
270	0.01399188045
271	0.01394744439
272	0.0139049258
273	0.01387625879
274	0.01382656513
275	0.01381224716
276	0.01377527566
277	0.0137409567
278	0.01368829595
279	0.01365935105
280	0.01361318446
281	0.01358134876
282	0.01351473483
283	0.01348550823
284	0.01346529539
285	0.01342333182
286	0.01339749761
287	0.01336172202
288	0.0133348123
289	0.01328288493
290	0.01326244472
291	0.01322970223
