iter	Logloss
0	0.6504851911
1	0.6030053808
2	0.5638567278
3	0.5240675495
4	0.4878053052
5	0.4559967668
6	0.4268495472
7	0.403314933
8	0.375467734
9	0.3566429386
10	0.3346436679
11	0.3205733252
12	0.3018677486
13	0.2884123077
14	0.2736453997
15	0.2612024589
16	0.2503221839
17	0.239342833
18	0.2255318593
19	0.2164368525
20	0.2064503442
21	0.197908112
22	0.190982806
23	0.1830881775
24	0.1772467409
25	0.1691318863
26	0.161048783
27	0.1549117668
28	0.1502456614
29	0.1451335323
30	0.1406009945
31	0.1361189957
32	0.1297867802
33	0.1245952427
34	0.1213253519
35	0.1172806302
36	0.1136059315
37	0.1095507744
38	0.1058858236
39	0.1030635543
40	0.1002354808
41	0.09824162528
42	0.096106406
43	0.09366904449
44	0.09168959833
45	0.08927270322
46	0.08661832108
47	0.08455012823
48	0.08258095571
49	0.08056390357
50	0.07922471478
51	0.07814421252
52	0.07607124182
53	0.07457339298
54	0.07363661051
55	0.07213903469
56	0.07129831485
57	0.0697922299
58	0.06813923486
59	0.06714815679
60	0.06641902127
61	0.06475749183
62	0.06363109187
63	0.06265077281
64	0.06176446367
65	0.06071885237
66	0.06012330962
67	0.05934914095
68	0.05841350113
69	0.05728053351
70	0.05659804398
71	0.05607663629
72	0.05514084479
73	0.05464043943
74	0.05426961748
75	0.05354935511
76	0.0527847017
77	0.05201996739
78	0.05141916648
79	0.05101003072
80	0.05029409117
81	0.04987085948
82	0.04955755882
83	0.04901271186
84	0.04853059378
85	0.04749984185
86	0.04708377441
87	0.0469214033
88	0.04625428379
89	0.04582178964
90	0.04532572226
91	0.0450023957
92	0.04475802756
93	0.04411838195
94	0.04369423514
95	0.04314256773
96	0.04277965831
97	0.04228851541
98	0.04186744766
99	0.0415302805
100	0.04130432099
101	0.04084251257
102	0.0406386146
103	0.04025801955
104	0.03991718937
105	0.03950443356
106	0.03918494951
107	0.03884037036
108	0.0386589207
109	0.03848009255
110	0.03821979824
111	0.03796882452
112	0.03774754428
113	0.03735218339
114	0.03717259684
115	0.03699370549
116	0.03680625193
117	0.03646472655
118	0.03620280676
119	0.03579716717
120	0.03557742645
121	0.03522786468
122	0.03492516631
123	0.0346525962
124	0.03441962159
125	0.03416210298
126	0.03378269608
127	0.03361914693
128	0.03341034977
129	0.03316544064
130	0.0328663345
131	0.03267456823
132	0.03256054696
133	0.03230915107
134	0.03223029377
135	0.03211416165
136	0.03196309054
137	0.03181518191
138	0.03160579067
139	0.03148248671
140	0.03130175753
141	0.03119908681
142	0.0311209702
143	0.03100676944
144	0.03081397682
145	0.03049023314
146	0.03011128632
147	0.02987597335
148	0.02970388474
149	0.02947561215
150	0.02924909396
151	0.02911953329
152	0.02893388469
153	0.02862785446
154	0.02849171855
155	0.02832523192
156	0.02821744966
157	0.02814590323
158	0.02807820689
159	0.02786244771
160	0.02769623915
161	0.02757629233
162	0.02745217184
163	0.02738405585
164	0.02726725382
165	0.02699411998
166	0.02690886187
167	0.02683541189
168	0.02672455562
169	0.02667675688
170	0.02657807023
171	0.02648612314
172	0.0263001004
173	0.0262215414
174	0.02598367265
175	0.0257228323
176	0.02543870687
177	0.02533052266
178	0.0252226772
179	0.02505971455
180	0.02499235443
181	0.02478419937
182	0.02469440862
183	0.02450841875
184	0.02443617713
185	0.02435471097
186	0.02419239294
187	0.02403767145
188	0.02381752373
189	0.02361538775
190	0.02343182219
191	0.02326669055
192	0.02308304915
193	0.02300144142
194	0.02281830056
195	0.0227048051
196	0.02265197825
197	0.02244396475
198	0.02220774171
199	0.02210151667
200	0.02203269539
201	0.02196530493
202	0.0219074904
203	0.02169471675
204	0.02156883932
205	0.02149876923
206	0.02143784277
207	0.02127762549
208	0.02116079817
209	0.02103822479
210	0.02101648936
211	0.02081868631
212	0.02074504926
213	0.02068679107
214	0.02055710021
215	0.02044119939
216	0.02022931306
217	0.02014381732
218	0.02001827612
219	0.0198512763
220	0.01970333987
221	0.01951174676
222	0.01946470894
223	0.01934576193
224	0.01928225063
225	0.01917374284
226	0.01908634102
227	0.01904987262
228	0.01900337578
229	0.01890914593
230	0.01889036696
231	0.01876510256
232	0.01872621363
233	0.01855675537
234	0.01847492013
235	0.01842043746
236	0.01837836077
237	0.01831461184
238	0.0181741329
239	0.01803016031
240	0.01795897032
241	0.01782368634
242	0.01771438983
243	0.01755508893
244	0.01752269434
245	0.01745452274
246	0.01742252504
247	0.01730964767
248	0.01728336569
249	0.01714267819
250	0.01696448708
251	0.0169121102
252	0.01678994888
253	0.01666525707
254	0.01658780785
255	0.01652303636
256	0.01646383777
257	0.01638792808
258	0.01637029047
259	0.01624376968
260	0.01618513104
261	0.01614890784
262	0.01612080068
263	0.01603126399
264	0.01598177278
265	0.01594576321
266	0.01588848966
267	0.01583016701
268	0.01580169834
269	0.01577880637
270	0.01573089766
271	0.0156508952
272	0.01561752734
273	0.01555148934
274	0.01547469992
275	0.01538814244
276	0.01535551654
277	0.015315375
278	0.01528480307
279	0.01517086775
280	0.01512780768
281	0.01508209198
282	0.01502360249
283	0.01489164657
284	0.01481647378
285	0.01473889815
286	0.01469839259
287	0.01458194194
288	0.01453590519
289	0.01448993165
290	0.01445490797
291	0.01441356692
292	0.01432995452
293	0.0142850503
